NodeName,SecurityClass,Confidentiality,Integrity,Availability,ServicePackage,ArchitectyreType
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Reduced Speed Zone Warning / Lane Closure,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Reduced Speed Zone Warning / Lane Closure,Physical
Transportation Information Center,Class 1,Low,Moderate,Moderate,Reduced Speed Zone Warning / Lane Closure,Physical
Basic Vehicle,,,,,Reduced Speed Zone Warning / Lane Closure,Physical
Vehicle Characteristics,,,,,Reduced Speed Zone Warning / Lane Closure,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Route ID for the Visually Impaired,Physical
Personal Information Device,Class 3,Moderate,High,Moderate,Route ID for the Visually Impaired,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Route ID for the Visually Impaired,Physical
Transit Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Route ID for the Visually Impaired,Physical
Traveler,,,,,Route ID for the Visually Impaired,Physical
Traveler Support Equipment,Class 2,Moderate,Moderate,Moderate,Route ID for the Visually Impaired,Physical
Driver,,,,,Situational Awareness,Physical
Vehicle,Class 3,Low,High,Moderate,Situational Awareness,Physical
Other Vehicles,Class 3,Low,High,Moderate,Situational Awareness,Physical
ITS Roadway Equipment,Class 3,Not Applicable,High,Moderate,Situational Awareness,Physical
Connected Vehicle Roadside Equipment,Class 3,Not Applicable,High,Moderate,Situational Awareness,Physical
Basic Vehicle,,,,,Situational Awareness,Physical
Other Connected Vehicle Roadside Equipment,Class 3,Not Applicable,High,Moderate,Situational Awareness,Physical
Vehicle Characteristics,,,,,Situational Awareness,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,Situational Awareness,Physical
Potential Obstacles,,,,,Situational Awareness,Physical
Vulnerable Road Users,,,,,Situational Awareness,Physical
Cooperative ITS Credentials Management System,Class 5,High,High,High,Security and Credentials Management,Physical
Credentials Management System Operator,,,,,Security and Credentials Management,Physical
Other Credentials Management Systems,Class 5,High,High,High,Security and Credentials Management,Physical
ITS Object,Class 5,High,High,High,Security and Credentials Management,Physical
Identifier Registry,Class 3,Low,High,Low,Security and Credentials Management,Physical
Driver,,,,,Eco-Approach and Departure at Signalized Intersections,Physical
Vehicle,Class 3,Low,High,Moderate,Eco-Approach and Departure at Signalized Intersections,Physical
Other Vehicles,Class 3,Not Applicable,High,Moderate,Eco-Approach and Departure at Signalized Intersections,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Eco-Approach and Departure at Signalized Intersections,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Eco-Approach and Departure at Signalized Intersections,Physical
Connected Vehicle Roadside Equipment,Class 3,Moderate,High,Moderate,Eco-Approach and Departure at Signalized Intersections,Physical
Transportation Information Center,Class 1,Not Applicable,Moderate,Moderate,Eco-Approach and Departure at Signalized Intersections,Physical
Driver,,,,,Speed Harmonization,Physical
Vehicle,Class 1,Low,Moderate,Moderate,Speed Harmonization,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Speed Harmonization,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Speed Harmonization,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Speed Harmonization,Physical
Transportation Information Center,Class 1,Low,Moderate,Moderate,Speed Harmonization,Physical
Traffic Operations Personnel,,,,,Speed Harmonization,Physical
Vehicle Characteristics,,,,,Speed Harmonization,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Smart Park and Ride System,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Smart Park and Ride System,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,Smart Park and Ride System,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Smart Park and Ride System,Physical
Parking Area Equipment,Class 2,Moderate,Moderate,Moderate,Smart Park and Ride System,Physical
Parking Operator,,,,,Smart Park and Ride System,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,Smart Park and Ride System,Physical
Parking Manager,,,,,Smart Park and Ride System,Physical
Vehicle Characteristics,,,,,Smart Park and Ride System,Physical
Light Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Smart Park and Ride System,Physical
Light Vehicle Driver,,,,,Smart Park and Ride System,Physical
Driver,,,,,Stop Sign Gap Assist,Physical
Vehicle,Class 3,Low,High,Moderate,Stop Sign Gap Assist,Physical
Other Vehicles,Class 3,Not Applicable,High,Moderate,Stop Sign Gap Assist,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Stop Sign Gap Assist,Physical
ITS Roadway Equipment,Class 5,Moderate,High,High,Stop Sign Gap Assist,Physical
Connected Vehicle Roadside Equipment,Class 5,Moderate,High,High,Stop Sign Gap Assist,Physical
Basic Vehicle,,,,,Stop Sign Gap Assist,Physical
Vehicle Characteristics,,,,,Stop Sign Gap Assist,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,Stop Sign Gap Assist,Physical
Vulnerable Road Users,,,,,Stop Sign Gap Assist,Physical
Driver,,,,,Spot Weather Impact Warning,Physical
Vehicle,Class 1,Low,Moderate,Moderate,Spot Weather Impact Warning,Physical
Traffic Management Center,Class 5,Moderate,High,High,Spot Weather Impact Warning,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Spot Weather Impact Warning,Physical
Connected Vehicle Roadside Equipment,Class 3,Moderate,High,Moderate,Spot Weather Impact Warning,Physical
Transportation Information Center,Class 3,Moderate,High,Moderate,Spot Weather Impact Warning,Physical
Personal Information Device,Class 1,Low,Low,Moderate,Spot Weather Impact Warning,Physical
Traffic Operations Personnel,,,,,Spot Weather Impact Warning,Physical
TIC Operator,,,,,Spot Weather Impact Warning,Physical
Traveler,,,,,Spot Weather Impact Warning,Physical
Alerting and Advisory System,Class 5,Moderate,High,High,Spot Weather Impact Warning,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,Spot Weather Impact Warning,Physical
Traffic Management Center,Class 1,Low,Moderate,Moderate,Transit Connection Protection,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,Transit Connection Protection,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Transit Connection Protection,Physical
Transit Vehicle Operator,,,,,Transit Connection Protection,Physical
Transit Operations Personnel,,,,,Transit Connection Protection,Physical
Transit Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Transit Connection Protection,Physical
Alternate Mode Transportation Center,Class 2,Moderate,Moderate,Moderate,Transit Connection Protection,Physical
Other Transit Management Centers,Class 2,Moderate,Moderate,Moderate,Transit Connection Protection,Physical
Traveler Support Equipment,Class 2,Moderate,Moderate,Moderate,Transit Connection Protection,Physical
Basic Transit Vehicle,,,,,Transit Connection Protection,Physical
Traffic Management Center,Class 4,High,Moderate,Moderate,Dynamic Transit Operations,Physical
Maint and Constr Management Center,Class 3,Low,High,Moderate,Dynamic Transit Operations,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Dynamic Transit Operations,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,Dynamic Transit Operations,Physical
Transit Management Center,Class 4,High,High,Moderate,Dynamic Transit Operations,Physical
Transit Vehicle Operator,,,,,Dynamic Transit Operations,Physical
Transit Operations Personnel,,,,,Dynamic Transit Operations,Physical
Transit Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Dynamic Transit Operations,Physical
Traveler,,,,,Dynamic Transit Operations,Physical
Basic Transit Vehicle,,,,,Dynamic Transit Operations,Physical
Personal Information Device,Class 3,Moderate,High,Moderate,Transit Pedestrian Indication,Physical
Transit Vehicle Operator,,,,,Transit Pedestrian Indication,Physical
Transit Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Transit Pedestrian Indication,Physical
Traveler,,,,,Transit Pedestrian Indication,Physical
Basic Transit Vehicle,,,,,Transit Pedestrian Indication,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Transit Signal Priority,Physical
ITS Roadway Equipment,Class 5,Moderate,High,High,Transit Signal Priority,Physical
Connected Vehicle Roadside Equipment,Class 5,Moderate,Moderate,High,Transit Signal Priority,Physical
Transportation Information Center,Class 1,Not Applicable,Low,Moderate,Transit Signal Priority,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,Transit Signal Priority,Physical
Transit Vehicle Operator,,,,,Transit Signal Priority,Physical
Transit Operations Personnel,,,,,Transit Signal Priority,Physical
Transit Vehicle OBE,Class 1,Low,Moderate,Moderate,Transit Signal Priority,Physical
Wayside Equipment,Class 5,Low,High,High,Transit Signal Priority,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Transit Signal Priority,Physical
Connected Vehicle Roadside Equipment,Class 4,High,High,Moderate,Transit Stop Request,Physical
Personal Information Device,Class 4,High,Moderate,Moderate,Transit Stop Request,Physical
Transit Management Center,Class 4,High,High,Moderate,Transit Stop Request,Physical
Transit Vehicle Operator,,,,,Transit Stop Request,Physical
Transit Vehicle OBE,Class 4,High,High,Moderate,Transit Stop Request,Physical
Traveler,,,,,Transit Stop Request,Physical
Traveler Support Equipment,Class 4,High,Moderate,Moderate,Transit Stop Request,Physical
Basic Transit Vehicle,,,,,Transit Stop Request,Physical
Vehicle,,,,,Vehicle Turning Right in Front of a Transit Vehicle,Physical
Transit Vehicle Operator,,,,,Vehicle Turning Right in Front of a Transit Vehicle,Physical
Transit Vehicle OBE,,,,,Vehicle Turning Right in Front of a Transit Vehicle,Physical
Basic Transit Vehicle,,,,,Vehicle Turning Right in Front of a Transit Vehicle,Physical
Driver,,,,,Transit Vehicle at Station/Stop Warnings,Physical
Vehicle,Class 1,Low,Low,Moderate,Transit Vehicle at Station/Stop Warnings,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Transit Vehicle at Station/Stop Warnings,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Transit Vehicle at Station/Stop Warnings,Physical
Personal Information Device,Class 3,Not Applicable,High,Moderate,Transit Vehicle at Station/Stop Warnings,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,Transit Vehicle at Station/Stop Warnings,Physical
Transit Vehicle Operator,,,,,Transit Vehicle at Station/Stop Warnings,Physical
Transit Vehicle OBE,Class 3,Low,High,Moderate,Transit Vehicle at Station/Stop Warnings,Physical
Traveler,,,,,Transit Vehicle at Station/Stop Warnings,Physical
Basic Transit Vehicle,,,,,Transit Vehicle at Station/Stop Warnings,Physical
Basic Vehicle,,,,,Transit Vehicle at Station/Stop Warnings,Physical
Vehicle,Class 2,Moderate,Moderate,Moderate,Vehicle-Based Traffic Surveillance,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Vehicle-Based Traffic Surveillance,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Vehicle-Based Traffic Surveillance,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Vehicle-Based Traffic Surveillance,Physical
Transit Management Center,Class 1,Low,Moderate,Low,Vehicle-Based Traffic Surveillance,Physical
Payment Administration Center,Class 1,Low,Moderate,Low,Vehicle-Based Traffic Surveillance,Physical
Basic Vehicle,,,,,Vehicle-Based Traffic Surveillance,Physical
Wireless Communications  Provider System,Class 1,Not Applicable,Moderate,Low,Vehicle-Based Traffic Surveillance,Physical
Archived Data System,Class 5,High,High,High,Performance Monitoring,Physical
Government Reporting Systems,Class 3,Low,High,Low,Performance Monitoring,Physical
Archived Data User System,Class 4,High,High,Moderate,Performance Monitoring,Physical
Other Archived Data Systems,Class 5,Moderate,High,High,Performance Monitoring,Physical
Archived Data Administrator,,,,,Performance Monitoring,Physical
Driver,,,,,Vehicle Emergency Response,Physical
Vehicle,Class 3,Moderate,High,Moderate,Vehicle Emergency Response,Physical
Freight Equipment,,,,,Vehicle Emergency Response,Physical
Commercial Vehicle OBE,Class 5,Moderate,High,High,Vehicle Emergency Response,Physical
Commercial Vehicle Driver,,,,,Vehicle Emergency Response,Physical
Emergency Vehicle OBE,Class 5,Moderate,Moderate,High,Vehicle Emergency Response,Physical
Emergency Personnel,,,,,Vehicle Emergency Response,Physical
Basic Vehicle,,,,,Vehicle Emergency Response,Physical
Driver,,,,,Work Zone Safety Monitoring,Physical
Vehicle,Class 3,Low,High,Moderate,Work Zone Safety Monitoring,Physical
Maint and Constr Management Center,Class 3,Moderate,High,Moderate,Work Zone Safety Monitoring,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Work Zone Safety Monitoring,Physical
Connected Vehicle Roadside Equipment,Class 3,Moderate,High,Moderate,Work Zone Safety Monitoring,Physical
Maint and Constr Vehicle OBE,Class 3,Moderate,High,Moderate,Work Zone Safety Monitoring,Physical
Maint and Constr Field Personnel,Class 1,Not Applicable,Moderate,Low,Work Zone Safety Monitoring,Physical
Other MCV OBEs,Class 1,Not Applicable,Moderate,Moderate,Work Zone Safety Monitoring,Physical
Basic Vehicle,,,,,Work Zone Safety Monitoring,Physical
Personnel Device,Class 3,Not Applicable,High,Moderate,Work Zone Safety Monitoring,Physical
Vehicle Characteristics,,,,,Work Zone Safety Monitoring,Physical
Freight Equipment,Class 2,Moderate,Moderate,Moderate,Freight Drayage Optimization,Physical
Intermodal Terminal,Class 2,Moderate,Moderate,Moderate,Freight Drayage Optimization,Physical
Commercial Vehicle OBE,Class 4,High,High,Moderate,Freight Drayage Optimization,Physical
Fleet and Freight Management Center,Class 4,High,High,Moderate,Freight Drayage Optimization,Physical
Commercial Vehicle Driver,,,,,Freight Drayage Optimization,Physical
Fleet-Freight Manager,,,,,Freight Drayage Optimization,Physical
Intermodal Customer System,Class 2,Moderate,Moderate,Moderate,Freight Drayage Optimization,Physical
Freight Distribution and Logistics Center,Class 2,Moderate,Moderate,Moderate,Freight Drayage Optimization,Physical
Basic Commercial Vehicle,,,,,Freight Drayage Optimization,Physical
Other Freight Distribution and Logistics Centers,Class 2,Moderate,Moderate,Moderate,Freight Drayage Optimization,Physical
Driver,,,,,Eco-Traffic Metering,Physical
Vehicle,Class 2,Moderate,Moderate,Moderate,Eco-Traffic Metering,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Eco-Traffic Metering,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Eco-Traffic Metering,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,Eco-Traffic Metering,Physical
Traffic Operations Personnel,,,,,Eco-Traffic Metering,Physical
Emissions Management Center,Class 2,Moderate,Moderate,Moderate,Eco-Traffic Metering,Physical
Vehicle Characteristics,,,,,Eco-Traffic Metering,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,Eco-Traffic Metering,Physical
Vehicle,Class 1,Low,Moderate,Moderate,Roadside Lighting,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Roadside Lighting,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Roadside Lighting,Physical
