Source,InformationFlow,Destination
CCMS Manager System,CCMS policies,Distribution Center
CCMS Manager System,CCMS policies,Device Configuration Manager
CCMS Manager System,CCMS policies,Misbehavior Authority
Root CA,signed CTL,Intermediate CA
Root CA,signed target CA cert,Intermediate CA
Root CA,SS root cert,Intermediate CA
Intermediate CA,signed target CA cert,Authorization CA
Intermediate CA,signed target CA cert,Enrollment CA
Intermediate CA,signed target CA cert,Registration Authority
Authorization CA,auth certs,Registration Authority
Enrollment CA,enrollment cert,Device Configuration Manager
Enrollment CA,enrollment cert,Registration Authority
Linkage Authority,cert linkage input,Registration Authority
Linkage Authority,cert linkage input,Misbehavior Authority
Distribution Center,signed CTL,Location Obscurer Proxy
Distribution Center,CCMS policies,Location Obscurer Proxy
Distribution Center,certificate revocations,Location Obscurer Proxy
Distribution Center,certificate chain file,Location Obscurer Proxy
Device Configuration Manager,other bootstrap data,ITS Object
Device Configuration Manager,RA cert,ITS Object
Device Configuration Manager,enrollment cert,ITS Object
Device Configuration Manager,enrollment request,Enrollment CA
Location Obscurer Proxy,unlock codes,ITS Object
Location Obscurer Proxy,signed CTL,ITS Object
Location Obscurer Proxy,CCMS policies,ITS Object
Location Obscurer Proxy,certificate revocations,ITS Object
Location Obscurer Proxy,auth certs,ITS Object
Location Obscurer Proxy,certificate chain file,ITS Object
Location Obscurer Proxy,CA certs,ITS Object
Location Obscurer Proxy,RA cert,ITS Object
Location Obscurer Proxy,enrollment cert,ITS Object
Location Obscurer Proxy,misbehavior report,Registration Authority
Location Obscurer Proxy,cert request,Registration Authority
Registration Authority,registered EEs,Supplementary Authorization Server
Registration Authority,unlock codes,Certificate Access Manager
Registration Authority,cert request,Authorization CA
Registration Authority,cert request,Enrollment CA
Registration Authority,linkage value request,Linkage Authority
Registration Authority,signed CTL,Location Obscurer Proxy
Registration Authority,certificate revocations,Location Obscurer Proxy
Registration Authority,auth certs,Location Obscurer Proxy
Registration Authority,certificate chain file,Location Obscurer Proxy
Registration Authority,CA certs,Location Obscurer Proxy
Registration Authority,RA cert,Location Obscurer Proxy
Registration Authority,enrollment cert,Location Obscurer Proxy
Registration Authority,misbehavior report,Misbehavior Authority
Misbehavior Authority,certificate revocations,Root CA
Misbehavior Authority,certificate revocations,Intermediate CA
Misbehavior Authority,certificate revocations,Authorization CA
Misbehavior Authority,revocation data,Linkage Authority
Misbehavior Authority,certificate revocations,Distribution Center
Shared Use Transportation Center,shared use status,Transportation Information Center
Shared Use Transportation Center,shared use response,Personal Information Device
Shared Use Transportation Center,shared vehicle information,Personal Information Device
Shared Use Transportation Center,shared use status,Transit Management Center
Shared Use Transportation Center,payment request,Financial Center
Shared Use Transportation Center,account updates,Payment Administration Center
Shared Use Transportation Center,trip access coordination,Payment Administration Center
Shared Use Transportation Center,shared use response,Traveler Support Equipment
Shared Use Transportation Center,MMV access enable,Micromobility Vehicle OBE
Shared Use Transportation Center,SUTC operations information presentation,SUTC Operator
Shared Use Transportation Center,shared vehicle access enable,Light Vehicle OBE
Eligibility Certification Management System,traveler eligibility,Payment Administration Center
Other PIDs,personal location,Personal Information Device
Other PIDs,emergency notification,Personal Information Device
Other PIDs,emergency acknowledge,Personal Information Device
Other PIDs,emergency notification relay,Personal Information Device
Other PIDs,VRU cluster information,Personal Information Device
Other PIDs,VRU path prediction,Personal Information Device
Other PIDs,VRU hazard event,Personal Information Device
Micromobility Vehicle OBE,personal location,Vehicle
Micromobility Vehicle OBE,personal location,Connected Vehicle Roadside Equipment
Micromobility Vehicle OBE,personal signal service request,Connected Vehicle Roadside Equipment
Micromobility Vehicle OBE,trip request,Transportation Information Center
Micromobility Vehicle OBE,traveler sourced updates,Transportation Information Center
Micromobility Vehicle OBE,user profile,Transportation Information Center
Micromobility Vehicle OBE,trip feedback,Transportation Information Center
Micromobility Vehicle OBE,trip status,Transportation Information Center
Micromobility Vehicle OBE,wayfinding request,Transportation Information Center
Micromobility Vehicle OBE,wayfinding feedback,Transportation Information Center
Micromobility Vehicle OBE,MMV profile,Personal Information Device
Micromobility Vehicle OBE,MMV identification,Personal Information Device
Micromobility Vehicle OBE,personal updates,MMV User
Micromobility Vehicle OBE,MMV user updates,MMV User
Micromobility Vehicle OBE,MMV location,Shared Use Transportation Center
Micromobility Vehicle OBE,personal location,Other Micromobility Vehicle OBEs
Micromobility Vehicle OBE,MMV profile,Other Micromobility Vehicle OBEs
Micromobility Vehicle OBE,VRU cluster information,Other Micromobility Vehicle OBEs
Micromobility Vehicle OBE,VRU path prediction,Other Micromobility Vehicle OBEs
Micromobility Vehicle OBE,VRU hazard event,Other Micromobility Vehicle OBEs
Micromobility Vehicle OBE,communications signature,Pathway Communications Unit
Personal Safety Device,safety device inputs,Personal Information Device
Other Micromobility Vehicle OBEs,personal location,Micromobility Vehicle OBE
Other Micromobility Vehicle OBEs,MMV profile,Micromobility Vehicle OBE
Other Micromobility Vehicle OBEs,VRU cluster information,Micromobility Vehicle OBE
Other Micromobility Vehicle OBEs,VRU path prediction,Micromobility Vehicle OBE
Other Micromobility Vehicle OBEs,VRU hazard event,Micromobility Vehicle OBE
Pathway Equipment,pathway equipment status,Transportation Information Center
Pathway Equipment,pathway equipment state,Transportation Information Center
Pathway Equipment,pathway equipment status,Personal Information Device
Pathway Equipment,pathway equipment state,Personal Information Device
Pathway Equipment,pathway signage information,Personal Information Device
Pathway Equipment,traveler pathway updates,Traveler
Pathway Equipment,traveler pathway updates,MMV User
Pathway Equipment,pathway equipment status,Micromobility Vehicle OBE
Pathway Equipment,pathway equipment state,Micromobility Vehicle OBE
Pathway Equipment,pathway signage information,Micromobility Vehicle OBE
Pathway Equipment,pathway equipment state,Personal Safety Device
Pathway Communications Unit,communications signature,Transportation Information Center
Pathway Communications Unit,communications signature,Personal Information Device
Pathway Communications Unit,local ITS information,ITS Object
Pathway Communications Unit,local ITS information,Other ITS Objects
Pathway Communications Unit,communications signature,Micromobility Vehicle OBE
SUTC Operator,SUTC operator input,Shared Use Transportation Center
Light Vehicle OBE,trip confirmation,Transportation Information Center
Light Vehicle OBE,user account setup,Transportation Information Center
Light Vehicle OBE,trip request,Transportation Information Center
Light Vehicle OBE,emergency traveler information request,Transportation Information Center
Light Vehicle OBE,traveler sourced updates,Transportation Information Center
Light Vehicle OBE,evacuation assistance request,Transportation Information Center
Light Vehicle OBE,shelter request,Transportation Information Center
Light Vehicle OBE,user profile,Transportation Information Center
Light Vehicle OBE,trip feedback,Transportation Information Center
Light Vehicle OBE,traveler request,Transportation Information Center
Light Vehicle OBE,travel services request,Transportation Information Center
Light Vehicle OBE,trip status,Transportation Information Center
Light Vehicle OBE,stolen vehicle signal,Emergency Vehicle OBE
Light Vehicle OBE,user account setup,Payment Administration Center
Light Vehicle OBE,road use history,Payment Administration Center
Light Vehicle OBE,vehicle payment information,Payment Administration Center
Light Vehicle OBE,actuate secure payment,Payment Administration Center
Light Vehicle OBE,road pricing equipment status,Payment Administration Center
Light Vehicle OBE,road use history,ITS Roadway Payment Equipment
Light Vehicle OBE,vehicle payment information,ITS Roadway Payment Equipment
Light Vehicle OBE,actuate secure payment,ITS Roadway Payment Equipment
Light Vehicle OBE,road pricing equipment status,ITS Roadway Payment Equipment
Light Vehicle OBE,request for payment,Payment Device
Light Vehicle OBE,payment device update,Payment Device
Light Vehicle OBE,actuate secure payment,Electric Charging Station
Light Vehicle OBE,vehicle charging profile,Electric Charging Station
Light Vehicle OBE,vehicle security status,Emergency Management Center
Light Vehicle OBE,vehicle payment information,Parking Area Equipment
Light Vehicle OBE,actuate secure payment,Parking Area Equipment
Light Vehicle OBE,traveler credentials,Border Inspection System
Light Vehicle OBE,vehicle control,Basic Vehicle
Light Vehicle OBE,light vehicle driver updates,Light Vehicle Driver
METR Rule-Maker,METR information approval,METR Regulation System
METR Rule-Maker,METR input,METR Regulation System
METR Rule Translator Agent,METR input,METR Regulation System
METR Regulation System,METR information,Maint and Constr Management Center
METR Regulation System,METR coordination,Maint and Constr Management Center
METR Regulation System,METR application information,Connected Vehicle Roadside Equipment
METR Regulation System,METR management information,Maint and Constr Vehicle OBE
METR Regulation System,METR management information,Emergency Vehicle OBE
METR Regulation System,METR feedback,METR Rule-Maker
METR Regulation System,METR information approval request,METR Rule-Maker
METR Regulation System,METR feedback,METR Rule Translator Agent
METR Regulation System,METR information,METR Verification System
METR Regulation System,METR coordination,METR Verification System
METR Regulation System,unverified METR information,METR Verification System
METR Regulation System,METR information,METR Discrepancy Handling System
METR Regulation System,discrepancy suppression information,METR Discrepancy Handling System
METR Regulation System,METR information,Non-METR Distribution Center
METR Regulation System,METR information,Other METR Regulation Systems
METR Regulation System,METR coordination,Other METR Regulation Systems
METR Regulation System,system-generated discrepancy report,Other METR Regulation Systems
METR Regulation System,METR coordination,METR Discrepancy Contact System
METR Regulation System,METR information,METR Distribution Center
METR Regulation System,METR device status,METR Distribution Center
METR Verification System,METR coordination,METR Regulation System
METR Verification System,verified METR information,METR Regulation System
METR Discrepancy Handling System,METR information,METR Regulation System
METR Discrepancy Handling System,consolidated discrepancy report,METR Regulation System
METR Discrepancy Handling System,discrepancy report details,METR Regulation System
METR Discrepancy Handling System,consolidated discrepancy report,Other METR Discrepancy Handling Systems
METR Discrepancy Handling System,discrepancy report details,Other METR Discrepancy Handling Systems
METR Discrepancy Handling System,discrepancy suppression information,Other METR Discrepancy Handling Systems
Other METR Distribution Centers,METR information,METR Distribution Center
Other METR Distribution Centers,system-generated discrepancy report,METR Distribution Center
Non-METR Distribution Center,system-generated discrepancy report,METR System
Non-METR Distribution Center,system-generated discrepancy report,METR Regulation System
Other METR Regulation Systems,METR information,METR Regulation System
Other METR Regulation Systems,METR coordination,METR Regulation System
Other METR Regulation Systems,system-generated discrepancy report,METR Regulation System
Other METR Discrepancy Handling Systems,consolidated discrepancy report,METR Discrepancy Handling System
Other METR Discrepancy Handling Systems,discrepancy report details,METR Discrepancy Handling System
Other METR Discrepancy Handling Systems,discrepancy suppression information,METR Discrepancy Handling System
METR Discrepancy Contact System,METR coordination,METR Regulation System
Light Vehicle Driver,light vehicle driver input,Light Vehicle OBE
Personal,device configuration coordination,Vehicle
Personal,traveler interface updates,Traveler
Electric Charging Management Center,electric charging station information,Transportation Information Center
Electric Charging Management Center,electric charging reservation confirmation,Transportation Information Center
Electric Charging Management Center,service registry,Payment Administration Center
Electric Charging Management Center,account updates,Payment Administration Center
Electric Charging Management Center,electric charging station management information,Electric Charging Station
Electric Charging Management Center,electric service requests info,Electric Utility
METR Distribution Center,METR information for users,Vehicle
METR Distribution Center,METR information for users,Personal Information Device
METR Distribution Center,system-generated discrepancy report,METR System
METR Distribution Center,system-generated discrepancy report,METR Regulation System
METR Distribution Center,METR information,METR Discrepancy Handling System
METR Distribution Center,METR information,Other METR Distribution Centers
METR Distribution Center,system-generated discrepancy report,Other METR Distribution Centers
METR Rule-Maker/Agent,METR information approval,METR System
METR Rule-Maker/Agent,METR input,METR System
Other METR Systems,METR information,METR System
Other METR Systems,consolidated discrepancy report,METR System
Other METR Systems,discrepancy report details,METR System
Other METR Systems,discrepancy suppression information,METR System
Other METR Systems,METR coordination,METR System
Other METR Systems,system-generated discrepancy report,METR System
